Date;Day;mean_temp_7.5cm;Simulated_WC_theta;Simulated leaching [mm];pF_from_theta
06.08.2007;4,542;28.70;0.2334;4.7611;1.66204
07.08.2007;4,543;28.10;0.2007;4.6036;1.66028
08.08.2007;4,544;27.45;0.2559;4.3037;1.57573
09.08.2007;4,545;28.05;0.1892;3.9859;1.67201
10.08.2007;4,546;28.15;0.1507;3.6874;1.73955
11.08.2007;4,547;28.20;0.1333;3.4174;1.78240
12.08.2007;4,548;28.95;0.1353;3.1761;1.79103
13.08.2007;4,549;30.35;0.1256;2.9727;1.81413
14.08.2007;4,550;31.05;0.1176;3.4774;1.83505
15.08.2007;4,551;30.05;0.1620;8.1925;1.77863
16.08.2007;4,552;28.15;0.2508;10.4539;1.59592
17.08.2007;4,553;29.05;0.1999;9.4840;1.65804
18.08.2007;4,554;29.40;0.1523;8.2891;1.73430
19.08.2007;4,555;29.90;0.1829;7.2752;1.71074
20.08.2007;4,556;30.25;0.1478;6.4427;1.75122
21.08.2007;4,557;29.90;0.1415;5.7571;1.77209
22.08.2007;4,558;29.30;0.2182;5.2138;1.66834
23.08.2007;4,559;30.10;0.1559;5.0635;1.72701
24.08.2007;4,560;30.20;0.1354;6.1248;1.77566
25.08.2007;4,561;30.25;0.1425;7.6369;1.77814
26.08.2007;4,562;30.70;0.1302;7.8632;1.80252
27.08.2007;4,563;31.00;0.1210;7.3551;1.82468
28.08.2007;4,564;30.55;0.1144;6.7356;1.84408
29.08.2007;4,565;29.10;0.1299;6.2131;1.82363
30.08.2007;4,566;28.20;0.2812;5.8764;1.53964
31.08.2007;4,567;29.35;0.1630;5.7289;1.70673
01.09.2007;4,568;30.40;0.1390;5.6498;1.76530
02.09.2007;4,569;29.70;0.1266;5.4992;1.80072
03.09.2007;4,570;29.10;0.1748;5.2412;1.74598
04.09.2007;4,571;29.05;0.2226;4.9369;1.64532
05.09.2007;4,572;29.75;0.1692;5.1123;1.70521
06.09.2007;4,573;29.85;0.1695;7.5519;1.72038
07.09.2007;4,574;30.00;0.1867;9.4290;1.69997
08.09.2007;4,575;30.70;0.1489;8.9240;1.74677
09.09.2007;4,576;29.60;0.2249;7.9096;1.64625
10.09.2007;4,577;29.10;0.1587;7.0080;1.72027
11.09.2007;4,578;28.85;0.1374;6.3883;1.77086
12.09.2007;4,579;29.40;0.2109;6.1891;1.68094
13.09.2007;4,580;28.70;0.1875;6.3594;1.68389
14.09.2007;4,581;29.85;0.1765;6.5599;1.70426
15.09.2007;4,582;30.20;0.1454;6.6410;1.75433
16.09.2007;4,583;29.90;0.1328;6.8320;1.78697
17.09.2007;4,584;29.40;0.1262;7.1642;1.80840
18.09.2007;4,585;29.80;0.1735;7.2725;1.75283
19.09.2007;4,586;29.85;0.1716;7.1251;1.73061
20.09.2007;4,587;28.75;0.2605;7.0099;1.57147
21.09.2007;4,588;28.70;0.1606;7.0092;1.71183
22.09.2007;4,589;28.90;0.1373;6.9296;1.76914
23.09.2007;4,590;29.00;0.1250;6.6457;1.80460
24.09.2007;4,591;29.90;0.1169;6.2142;1.83064
25.09.2007;4,592;30.30;0.1109;5.7724;1.85158
26.09.2007;4,593;29.70;0.1635;5.9757;1.78203
27.09.2007;4,594;29.50;0.1420;8.1128;1.78846
28.09.2007;4,595;28.95;0.1353;9.3993;1.79595
29.09.2007;4,596;29.25;0.2313;8.8073;1.65054
30.09.2007;4,597;29.50;0.1898;7.8129;1.67554
01.10.2007;4,598;29.60;0.1494;6.8974;1.74201
02.10.2007;4,599;29.65;0.1415;6.1251;1.76934
03.10.2007;4,600;29.00;0.1293;5.4814;1.79912
04.10.2007;4,601;26.85;0.2343;4.9423;1.64493
05.10.2007;4,602;27.10;0.3179;4.4870;1.47499
06.10.2007;4,603;28.15;0.1675;4.1011;1.69844
07.10.2007;4,604;28.80;0.1423;3.7869;1.75827
08.10.2007;4,605;29.15;0.1404;15.5303;1.77582
09.10.2007;4,606;28.45;0.1288;29.8745;1.80270
10.10.2007;4,607;29.00;0.1892;21.9753;1.72905
11.10.2007;4,608;28.30;0.1716;16.8846;1.71915
12.10.2007;4,609;28.85;0.1439;13.5243;1.76024
13.10.2007;4,610;28.30;0.2640;11.1681;1.56817
14.10.2007;4,611;28.60;0.1612;9.4386;1.71071
15.10.2007;4,612;29.15;0.1440;8.1238;1.75779
16.10.2007;4,613;28.55;0.1299;7.0966;1.79372
17.10.2007;4,614;28.35;0.1206;6.2787;1.82084
18.10.2007;4,615;29.05;0.1136;5.6698;1.84325
19.10.2007;4,616;28.80;0.1082;5.9970;1.86232
20.10.2007;4,617;28.20;0.1038;8.5453;1.87912
21.10.2007;4,618;27.90;0.1001;9.6814;1.89464
22.10.2007;4,619;27.85;0.0967;8.9196;1.90942
23.10.2007;4,620;28.10;0.0939;7.8699;1.92301
24.10.2007;4,621;28.30;0.0913;6.9375;1.93631
25.10.2007;4,622;27.90;0.0884;6.1598;1.95276
26.10.2007;4,623;27.75;0.0858;5.5144;1.96969
27.10.2007;4,624;28.60;0.0836;4.9745;1.98620
28.10.2007;4,625;28.50;0.0814;4.5183;2.00557
29.10.2007;4,626;28.35;0.0794;4.1289;2.02822
30.10.2007;4,627;27.45;0.0775;3.7933;2.05468
31.10.2007;4,628;26.15;0.0861;3.5016;1.97086
01.11.2007;4,629;27.20;0.1245;3.2460;1.89803
02.11.2007;4,630;26.90;0.1903;3.0207;1.79138
03.11.2007;4,631;26.15;0.1495;2.8207;1.77091
04.11.2007;4,632;26.65;0.1320;2.6421;1.79468
05.11.2007;4,633;26.35;0.1217;2.4820;1.82023
06.11.2007;4,634;26.00;0.1145;2.3376;1.84189
07.11.2007;4,635;25.80;0.1088;2.2069;1.86136
08.11.2007;4,636;24.95;0.1040;2.0881;1.87892
09.11.2007;4,637;24.90;0.0999;1.9798;1.89572
10.11.2007;4,638;25.70;0.0962;1.8806;1.91172
11.11.2007;4,639;25.75;0.0929;1.7896;1.92759
12.11.2007;4,640;26.75;0.0903;1.7058;1.94134
13.11.2007;4,641;26.65;0.0877;1.6284;1.95702
14.11.2007;4,642;26.65;0.0877;1.5568;1.95515
15.11.2007;4,643;27.05;0.0857;1.4904;1.96838
16.11.2007;4,644;27.00;0.0836;1.4286;1.98410
17.11.2007;4,645;26.95;0.0814;1.3710;2.00321
18.11.2007;4,646;26.85;0.0792;1.3173;2.02738
19.11.2007;4,647;27.00;0.0849;1.2671;1.97529
20.11.2007;4,648;27.20;0.0831;1.2202;1.98592
21.11.2007;4,649;26.60;0.0810;1.1763;2.00118
22.11.2007;4,650;25.75;0.0791;1.1354;2.01942
23.11.2007;4,651;25.15;0.0771;1.0973;2.04318
24.11.2007;4,652;25.00;0.0750;1.0621;2.08680
25.11.2007;4,653;25.10;0.0737;1.0299;2.10728
26.11.2007;4,654;25.15;0.0729;1.0007;2.11602
27.11.2007;4,655;24.70;0.0722;0.9748;2.12292
28.11.2007;4,656;23.75;0.0717;0.9521;2.12897
29.11.2007;4,657;23.30;0.0712;0.9329;2.13440
30.11.2007;4,658;23.35;0.0707;0.9172;2.13924
01.12.2007;4,659;23.90;0.0703;0.9048;2.14374
02.12.2007;4,660;24.90;0.0700;0.8956;2.14775
03.12.2007;4,661;25.00;0.0697;0.8891;2.15160
04.12.2007;4,662;24.90;0.0694;0.8849;2.15520
05.12.2007;4,663;25.60;0.0691;0.8824;2.15862
06.12.2007;4,664;26.10;0.0689;0.8807;2.16168
07.12.2007;4,665;26.75;0.0686;0.8794;2.16483
08.12.2007;4,666;26.25;0.0684;0.8777;2.16753
09.12.2007;4,667;26.50;0.0682;0.8752;2.17033
10.12.2007;4,668;26.40;0.0680;0.8714;2.17305
11.12.2007;4,669;26.70;0.0679;0.8663;2.17535
12.12.2007;4,670;27.15;0.0677;0.8597;2.17774
13.12.2007;4,671;27.05;0.0675;0.8515;2.18012
14.12.2007;4,672;27.35;0.0674;0.8421;2.18237
15.12.2007;4,673;28.00;0.0672;0.8313;2.18449
16.12.2007;4,674;28.20;0.0671;0.8195;2.18659
17.12.2007;4,675;28.25;0.0669;0.8069;2.18866
18.12.2007;4,676;28.75;0.0668;0.7935;2.19060
19.12.2007;4,677;28.80;0.0667;0.7797;2.19248
20.12.2007;4,678;28.55;0.0666;0.7654;2.19440
21.12.2007;4,679;29.05;0.0665;0.7509;2.19620
22.12.2007;4,680;29.30;0.0664;0.7363;2.19791
23.12.2007;4,681;29.10;0.0662;0.7217;2.19941
24.12.2007;4,682;28.60;0.0661;0.7071;2.20090
25.12.2007;4,683;28.25;0.0660;0.6927;2.20270
26.12.2007;4,684;28.55;0.0659;0.6784;2.20451
27.12.2007;4,685;27.95;0.0659;0.6644;2.20626
28.12.2007;4,686;28.00;0.0658;0.6506;2.20766
29.12.2007;4,687;27.95;0.0657;0.6371;2.20906
30.12.2007;4,688;27.05;0.0656;0.6239;2.21029
31.12.2007;4,689;26.75;0.0655;0.6110;2.21194
01.01.2008;4,690;25.50;0.0654;0.5984;2.21352
02.01.2008;4,691;24.40;0.0654;0.5861;2.21475
03.01.2008;4,692;24.15;0.0653;0.5742;2.21610
04.01.2008;4,693;24.95;0.0652;0.5626;2.21795
05.01.2008;4,694;25.15;0.0651;0.5513;2.21939
06.01.2008;4,695;26.05;0.0651;0.5403;2.22086
07.01.2008;4,696;26.20;0.0650;0.5297;2.22224
08.01.2008;4,697;26.40;0.0649;0.5193;2.22362
09.01.2008;4,698;26.95;0.0649;0.5092;2.22502
10.01.2008;4,699;27.80;0.0648;0.4994;2.22629
11.01.2008;4,700;27.80;0.0647;0.4899;2.22723
12.01.2008;4,701;27.75;0.0647;0.4807;2.22831
13.01.2008;4,702;27.30;0.0646;0.4717;2.22960
14.01.2008;4,703;27.80;0.0645;0.4630;2.23095
15.01.2008;4,704;27.55;0.0645;0.4546;2.23254
16.01.2008;4,705;27.15;0.0644;0.4464;2.23411
17.01.2008;4,706;27.05;0.0644;0.4384;2.23558
18.01.2008;4,707;27.30;0.0643;0.4306;2.23689
19.01.2008;4,708;27.20;0.0642;0.4231;2.23840
20.01.2008;4,709;28.10;0.0642;0.4157;2.23988
21.01.2008;4,710;28.20;0.0641;0.4086;2.24102
22.01.2008;4,711;27.90;0.0641;0.4017;2.24220
23.01.2008;4,712;27.75;0.0640;0.3949;2.24366
24.01.2008;4,713;27.75;0.0640;0.3884;2.24508
25.01.2008;4,714;24.70;0.0777;0.3820;2.09653
26.01.2008;4,715;25.75;0.0970;0.3757;2.04150
27.01.2008;4,716;26.20;0.0954;0.3697;2.02892
28.01.2008;4,717;26.95;0.0932;0.3638;2.02721
29.01.2008;4,718;28.40;0.0906;0.3580;2.02920
30.01.2008;4,719;28.80;0.0878;0.3524;2.03398
31.01.2008;4,720;27.55;0.0952;0.3470;2.01295
01.02.2008;4,721;26.45;0.0928;0.3417;2.01433
02.02.2008;4,722;26.25;0.0901;0.3365;2.01834
03.02.2008;4,723;24.00;0.0880;0.3314;2.02220
04.02.2008;4,724;23.50;0.0966;0.3265;1.99914
05.02.2008;4,725;25.45;0.0949;0.3217;1.99882
06.02.2008;4,726;27.00;0.0926;0.3170;2.00154
07.02.2008;4,727;27.60;0.0900;0.3124;2.00657
08.02.2008;4,728;27.65;0.0872;0.3079;2.01406
09.02.2008;4,729;26.85;0.0846;0.3036;2.02289
10.02.2008;4,730;26.45;0.0822;0.2993;2.03428
11.02.2008;4,731;27.40;0.0799;0.2951;2.04818
12.02.2008;4,732;26.70;0.0777;0.2911;2.06728
13.02.2008;4,733;26.20;0.0755;0.2871;2.09781
14.02.2008;4,734;26.45;0.0738;0.2832;2.12476
15.02.2008;4,735;25.95;0.0728;0.2794;2.13294
16.02.2008;4,736;26.50;0.0720;0.2757;2.13936
17.02.2008;4,737;27.15;0.0714;0.2720;2.14500
18.02.2008;4,738;27.30;0.0708;0.2685;2.15003
19.02.2008;4,739;27.45;0.0703;0.2650;2.15441
20.02.2008;4,740;27.10;0.0699;0.2616;2.15872
21.02.2008;4,741;26.80;0.0695;0.2583;2.16266
22.02.2008;4,742;27.20;0.0692;0.2550;2.16640
23.02.2008;4,743;28.05;0.0688;0.2518;2.16994
24.02.2008;4,744;29.50;0.0686;0.2487;2.17323
25.02.2008;4,745;30.15;0.0683;0.2456;2.17635
26.02.2008;4,746;30.95;0.0680;0.2426;2.17937
27.02.2008;4,747;30.10;0.0678;0.2397;2.18235
28.02.2008;4,748;28.70;0.0676;0.2368;2.18491
29.02.2008;4,749;28.35;0.0674;0.2340;2.18819
01.03.2008;4,750;28.60;0.0672;0.2312;2.19075
02.03.2008;4,751;29.20;0.0670;0.2285;2.19322
03.03.2008;4,752;28.40;0.0669;0.2258;2.19602
04.03.2008;4,753;28.05;0.0667;0.2232;2.19827
05.03.2008;4,754;28.55;0.0666;0.2207;2.20071
06.03.2008;4,755;29.10;0.0664;0.2182;2.20071
07.03.2008;4,756;29.95;0.0663;0.2157;2.20194
08.03.2008;4,757;30.60;0.0662;0.2133;2.20322
09.03.2008;4,758;30.60;0.0661;0.2109;2.20464
10.03.2008;4,759;31.10;0.0660;0.2086;2.20645
11.03.2008;4,760;31.70;0.0659;0.2063;2.20820
12.03.2008;4,761;32.00;0.0658;0.2041;2.20955
13.03.2008;4,762;33.05;0.0657;0.2019;2.21054
14.03.2008;4,763;33.15;0.0656;0.1997;2.21211
15.03.2008;4,764;32.95;0.0655;0.1976;2.21380
16.03.2008;4,765;33.55;0.0654;0.1955;2.21494
17.03.2008;4,766;34.00;0.0653;0.1935;2.21598
18.03.2008;4,767;34.55;0.0652;0.1915;2.21750
19.03.2008;4,768;34.45;0.0652;0.1895;2.21859
20.03.2008;4,769;34.15;0.0651;0.1875;2.22002
21.03.2008;4,770;30.70;0.0650;0.1856;2.22178
22.03.2008;4,771;29.00;0.2153;0.1838;1.84681
23.03.2008;4,772;29.00;0.1595;0.1819;1.75691
24.03.2008;4,773;28.55;0.1370;0.1801;1.78239
25.03.2008;4,774;29.75;0.1248;0.1783;1.81098
26.03.2008;4,775;30.30;0.1165;0.1766;1.83511
27.03.2008;4,776;29.30;0.1477;0.1748;1.79532
28.03.2008;4,777;29.30;0.1657;0.1731;1.76276
29.03.2008;4,778;31.10;0.1412;0.1715;1.77922
30.03.2008;4,779;32.25;0.1268;0.1698;1.80647
31.03.2008;4,780;30.55;0.1265;0.1682;1.81396
01.04.2008;4,781;30.00;0.1570;0.1666;1.77838
02.04.2008;4,782;29.10;0.2124;0.1651;1.67965
03.04.2008;4,783;29.35;0.1899;0.1635;1.67999
04.04.2008;4,784;29.75;0.1495;0.1620;1.74238
05.04.2008;4,785;30.30;0.1985;0.1605;1.69079
06.04.2008;4,786;29.35;0.2543;0.1590;1.57903
07.04.2008;4,787;29.00;0.2246;0.1576;1.62183
08.04.2008;4,788;29.50;0.1573;0.1562;1.72132
09.04.2008;4,789;30.10;0.1359;0.1548;1.77356
10.04.2008;4,790;30.65;0.1239;0.1534;1.80791
11.04.2008;4,791;31.30;0.1155;0.1520;1.83467
12.04.2008;4,792;31.90;0.1091;0.1507;1.85706
13.04.2008;4,793;31.60;0.1037;0.1494;1.87777
14.04.2008;4,794;31.85;0.0994;0.1481;1.89536
15.04.2008;4,795;31.15;0.0962;0.1494;1.91007
16.04.2008;4,796;31.05;0.1046;0.3557;1.88937
17.04.2008;4,797;31.85;0.1012;2.8874;1.90133
18.04.2008;4,798;32.40;0.0980;5.6346;1.91354
19.04.2008;4,799;32.65;0.0947;5.7866;1.92663
20.04.2008;4,800;32.95;0.0916;5.3353;1.94083
21.04.2008;4,801;33.50;0.0884;4.8519;1.95757
22.04.2008;4,802;33.25;0.0855;4.4196;1.97548
23.04.2008;4,803;31.95;0.0829;4.0438;1.99537
24.04.2008;4,804;30.35;0.1327;3.7177;1.87682
25.04.2008;4,805;30.35;0.1261;3.4334;1.86947
26.04.2008;4,806;31.15;0.1180;3.1839;1.87256
27.04.2008;4,807;32.35;0.1112;2.9636;1.88015
28.04.2008;4,808;29.75;0.1060;2.7679;1.89026
29.04.2008;4,809;22.75;0.3555;2.5932;1.40725
30.04.2008;4,810;27.80;0.1695;2.4365;1.69466
01.05.2008;4,811;28.05;0.1731;2.2951;1.71341
02.05.2008;4,812;28.60;0.1878;3.4355;1.69603
03.05.2008;4,813;29.00;0.1492;25.7232;1.74541
04.05.2008;4,814;28.70;0.1632;22.2130;1.74050
05.05.2008;4,815;29.25;0.1454;17.0687;1.76501
06.05.2008;4,816;29.70;0.1306;13.6932;1.79532
07.05.2008;4,817;30.10;0.1352;11.3770;1.79652
08.05.2008;4,818;30.00;0.1258;9.7420;1.81666
09.05.2008;4,819;30.80;0.1182;8.5634;1.83554
10.05.2008;4,820;29.85;0.1120;7.6804;1.85349
11.05.2008;4,821;29.20;0.1300;6.9762;1.82792
12.05.2008;4,822;28.90;0.1232;6.3800;1.83838
13.05.2008;4,823;28.95;0.1345;5.8574;1.82167
14.05.2008;4,824;29.20;0.1255;5.3931;1.83215
15.05.2008;4,825;29.85;0.1175;4.9787;1.84604
16.05.2008;4,826;29.75;0.1116;4.6080;1.86038
17.05.2008;4,827;29.85;0.1774;4.2756;1.77305
18.05.2008;4,828;29.30;0.1467;3.9768;1.77444
19.05.2008;4,829;28.75;0.1308;3.7077;1.79797
20.05.2008;4,830;28.60;0.2795;3.4647;1.54136
21.05.2008;4,831;29.00;0.1850;3.2450;1.67591
22.05.2008;4,832;28.60;0.1487;3.0459;1.74364
23.05.2008;4,833;27.85;0.1939;2.8652;1.69829
24.05.2008;4,834;28.20;0.2747;2.7007;1.54550
25.05.2008;4,835;29.10;0.1636;2.5509;1.70618
26.05.2008;4,836;28.00;0.3135;2.4161;1.48242
27.05.2008;4,837;29.60;0.1911;2.3729;1.66610
28.05.2008;4,838;29.90;0.1497;15.6922;1.74028
29.05.2008;4,839;29.45;0.1326;45.0335;1.78357
30.05.2008;4,840;30.10;0.1390;30.7230;1.78578
31.05.2008;4,841;29.10;0.1283;22.3950;1.80852
01.06.2008;4,842;29.75;0.1200;17.3271;1.82867
02.06.2008;4,843;29.15;0.1136;13.9545;1.84750
03.06.2008;4,844;28.95;0.1381;11.5622;1.81414
04.06.2008;4,845;29.00;0.1476;9.7870;1.79680
05.06.2008;4,846;29.85;0.1745;8.4253;1.75046
06.06.2008;4,847;29.65;0.1579;7.3540;1.74809
07.06.2008;4,848;29.65;0.1625;6.4937;1.74287
08.06.2008;4,849;30.25;0.1448;5.7912;1.76647
09.06.2008;4,850;28.95;0.2333;5.2093;1.63504
10.06.2008;4,851;30.15;0.1581;4.7212;1.71962
11.06.2008;4,852;29.85;0.1814;4.3072;1.70840
12.06.2008;4,853;29.05;0.1588;3.9526;1.73425
13.06.2008;4,854;28.20;0.1923;3.6460;1.69700
14.06.2008;4,855;28.45;0.1507;3.3791;1.74267
15.06.2008;4,856;28.80;0.1331;3.1454;1.78351
16.06.2008;4,857;29.40;0.1229;2.9415;1.81303
17.06.2008;4,858;28.35;0.2032;2.7746;1.71127
18.06.2008;4,859;27.25;0.2255;2.7026;1.62928
19.06.2008;4,860;27.35;0.1632;2.9411;1.71265
20.06.2008;4,861;28.90;0.1400;3.7790;1.76512
21.06.2008;4,862;29.95;0.1272;4.8362;1.79976
22.06.2008;4,863;30.65;0.1187;5.4071;1.82593
23.06.2008;4,864;31.05;0.1124;5.4870;1.84726
24.06.2008;4,865;31.45;0.1076;5.3563;1.86480
25.06.2008;4,866;31.70;0.1034;5.3772;1.88111
26.06.2008;4,867;31.95;0.0999;5.9438;1.89599
27.06.2008;4,868;31.30;0.0969;6.6557;1.90930
28.06.2008;4,869;31.55;0.0941;6.7688;1.92228
29.06.2008;4,870;31.45;0.0917;6.3951;1.93478
30.06.2008;4,871;30.55;0.1168;5.8655;1.88027
01.07.2008;4,872;29.50;0.1500;5.3367;1.83158
02.07.2008;4,873;28.15;0.2684;4.8567;1.56573
03.07.2008;4,874;28.60;0.1780;4.4340;1.68645
04.07.2008;4,875;29.65;0.1584;4.0647;1.73139
05.07.2008;4,876;29.30;0.1379;3.7421;1.77354
06.07.2008;4,877;29.15;0.2310;3.4593;1.64267
07.07.2008;4,878;28.60;0.1579;3.2101;1.72062
08.07.2008;4,879;27.60;0.1746;2.9895;1.71792
09.07.2008;4,880;27.65;0.1619;2.7953;1.73315
10.07.2008;4,881;27.70;0.1754;2.6513;1.72030
11.07.2008;4,882;28.70;0.1456;2.7532;1.75779
12.07.2008;4,883;29.00;0.1303;3.7073;1.79275
13.07.2008;4,884;29.55;0.1210;5.4820;1.81963
14.07.2008;4,885;29.50;0.1144;6.7725;1.84109
15.07.2008;4,886;29.35;0.2160;7.1794;1.70157
16.07.2008;4,887;29.40;0.1552;7.0132;1.73200
17.07.2008;4,888;28.80;0.1352;6.6114;1.77736
18.07.2008;4,889;28.65;0.2500;6.1652;1.60096
19.07.2008;4,890;28.85;0.1860;5.7459;1.67716
20.07.2008;4,891;28.40;0.2413;5.3655;1.60170
21.07.2008;4,892;29.55;0.1696;5.0162;1.70080
22.07.2008;4,893;29.25;0.1421;4.6899;1.75928
23.07.2008;4,894;29.50;0.2363;4.3874;1.62682
24.07.2008;4,895;28.95;0.1585;4.1798;1.71835
25.07.2008;4,896;29.30;0.1369;5.8910;1.77114
26.07.2008;4,897;29.50;0.1251;11.7578;1.80510
27.07.2008;4,898;29.40;0.1173;12.2390;1.83006
28.07.2008;4,899;28.85;0.2101;10.8202;1.70712
29.07.2008;4,900;28.70;0.1545;9.9407;1.73501
30.07.2008;4,901;28.80;0.1350;9.5919;1.77842
31.07.2008;4,902;29.00;0.1520;9.1074;1.76654
01.08.2008;4,903;29.20;0.1442;8.3296;1.77706
02.08.2008;4,904;28.40;0.2012;7.4700;1.70017
03.08.2008;4,905;29.30;0.1529;6.6705;1.73808
04.08.2008;4,906;28.85;0.1609;5.9757;1.74118
05.08.2008;4,907;29.15;0.1401;5.3923;1.77345
06.08.2008;4,908;27.95;0.1435;4.9194;1.77699
07.08.2008;4,909;27.35;0.1311;4.5543;1.80042
08.08.2008;4,910;27.30;0.1221;4.2877;1.82181
09.08.2008;4,911;27.80;0.1156;4.0986;1.84075
10.08.2008;4,912;28.75;0.1106;3.9608;1.85731
11.08.2008;4,913;28.35;0.1104;3.8590;1.86257
12.08.2008;4,914;27.15;0.1427;3.7979;1.81839
13.08.2008;4,915;26.85;0.2536;3.7872;1.60040
14.08.2008;4,916;27.90;0.1611;3.8155;1.71221
15.08.2008;4,917;29.05;0.1380;3.8438;1.76820
16.08.2008;4,918;29.40;0.1258;3.8311;1.80284
17.08.2008;4,919;29.85;0.1179;3.7608;1.82825
18.08.2008;4,920;30.05;0.1120;3.6412;1.84868
19.08.2008;4,921;28.70;0.2055;3.4900;1.72347
20.08.2008;4,922;28.80;0.1884;3.3263;1.68934
21.08.2008;4,923;29.25;0.1493;3.1848;1.74427
22.08.2008;4,924;29.55;0.1324;3.1796;1.78515
23.08.2008;4,925;29.50;0.1225;3.5454;1.81415
24.08.2008;4,926;29.50;0.1154;4.2644;1.83705
25.08.2008;4,927;29.60;0.1104;4.7828;1.85503
26.08.2008;4,928;29.30;0.1061;4.8450;1.87147
27.08.2008;4,929;29.60;0.1024;4.6386;1.88609
28.08.2008;4,930;29.50;0.1059;4.3540;1.88099
29.08.2008;4,931;29.90;0.1030;4.0961;1.89228
30.08.2008;4,932;30.20;0.0999;3.9222;1.90425
31.08.2008;4,933;30.10;0.0968;3.8506;1.91623
01.09.2008;4,934;29.35;0.1256;3.8478;1.86488
02.09.2008;4,935;29.20;0.1903;3.8461;1.76972
03.09.2008;4,936;29.40;0.1499;3.7935;1.76273
04.09.2008;4,937;28.55;0.2542;3.6798;1.58806
05.09.2008;4,938;29.15;0.1915;3.5218;1.66920
06.09.2008;4,939;29.15;0.1500;3.3413;1.74004
07.09.2008;4,940;28.80;0.1376;3.1547;1.77488
08.09.2008;4,941;28.90;0.1930;2.9720;1.71152
09.09.2008;4,942;28.95;0.1550;2.7984;1.73845
10.09.2008;4,943;28.75;0.1356;2.6364;1.77866
11.09.2008;4,944;28.55;0.1288;2.4869;1.80067
12.09.2008;4,945;27.45;0.2368;2.3580;1.63959
13.09.2008;4,946;27.10;0.2702;2.3278;1.55190
14.09.2008;4,947;27.50;0.1738;2.7760;1.69181
15.09.2008;4,948;27.40;0.2359;4.0783;1.61371
16.09.2008;4,949;27.30;0.2496;5.1801;1.58426
17.09.2008;4,950;26.35;0.3188;5.7824;1.47353
18.09.2008;4,951;27.45;0.3446;12.3761;1.42811
19.09.2008;4,952;28.10;0.1772;107.7382;1.68413
20.09.2008;4,953;28.60;0.2104;86.7677;1.65637
21.09.2008;4,954;28.75;0.1662;47.6254;1.71189
22.09.2008;4,955;28.50;0.2205;30.9858;1.64500
23.09.2008;4,956;29.50;0.1777;22.3680;1.69343
24.09.2008;4,957;29.25;0.1457;17.3474;1.75172
25.09.2008;4,958;28.55;0.1575;14.2922;1.75008
26.09.2008;4,959;28.15;0.1383;12.3514;1.77966
27.09.2008;4,960;29.00;0.1270;11.1137;1.80555
28.09.2008;4,961;28.70;0.1283;10.4972;1.81114
29.09.2008;4,962;29.25;0.2955;10.0998;1.51312
30.09.2008;4,963;29.00;0.1633;9.4459;1.70558
01.10.2008;4,964;28.70;0.1835;8.5722;1.70202
02.10.2008;4,965;29.45;0.1588;7.6797;1.73271
03.10.2008;4,966;29.40;0.1455;7.0869;1.76163
04.10.2008;4,967;29.10;0.1309;11.1926;1.79391
05.10.2008;4,968;29.85;0.2130;15.1707;1.68667
06.10.2008;4,969;29.25;0.1645;13.2571;1.71674
07.10.2008;4,970;28.70;0.2288;11.1724;1.63083
08.10.2008;4,971;29.00;0.1577;9.5880;1.72059
09.10.2008;4,972;29.10;0.1494;8.3862;1.75201
10.10.2008;4,973;29.15;0.1337;7.4429;1.78656
11.10.2008;4,974;29.05;0.1231;6.6787;1.81427
12.10.2008;4,975;28.70;0.1157;6.0660;1.83696
13.10.2008;4,976;28.85;0.1102;5.7119;1.85604
14.10.2008;4,977;28.70;0.1057;6.0438;1.87280
15.10.2008;4,978;28.90;0.1018;7.0490;1.88816
16.10.2008;4,979;28.95;0.0985;7.5092;1.90224
17.10.2008;4,980;28.05;0.0955;7.1839;1.91601
18.10.2008;4,981;28.25;0.0928;6.5748;1.92899
19.10.2008;4,982;28.95;0.0966;5.9493;1.91725
20.10.2008;4,983;28.75;0.0968;5.3840;1.91998
21.10.2008;4,984;28.90;0.0947;4.8910;1.92929
22.10.2008;4,985;29.30;0.0924;4.4644;1.93932
23.10.2008;4,986;29.40;0.0902;4.0946;1.94999
24.10.2008;4,987;29.20;0.0879;3.7725;1.96196
25.10.2008;4,988;28.65;0.0858;3.4904;1.97378
26.10.2008;4,989;28.35;0.0837;3.2417;1.98714
27.10.2008;4,990;28.45;0.0820;3.0212;1.99930
28.10.2008;4,991;28.15;0.0801;2.8246;2.01585
29.10.2008;4,992;27.95;0.0781;2.6486;2.04013
30.10.2008;4,993;27.90;0.1291;2.4902;1.89780
31.10.2008;4,994;27.85;0.2246;2.3470;1.71951
01.11.2008;4,995;27.40;0.1657;2.2171;1.71616
02.11.2008;4,996;27.20;0.2556;2.0989;1.58019
03.11.2008;4,997;28.15;0.2280;1.9908;1.61683
04.11.2008;4,998;27.45;0.1574;1.8918;1.72050
05.11.2008;4,999;27.90;0.2582;1.8007;1.57609
06.11.2008;5,000;28.55;0.1666;1.7168;1.70316
07.11.2008;5,001;28.20;0.1406;1.6393;1.76207
08.11.2008;5,002;28.15;0.1273;1.5674;1.79855
09.11.2008;5,003;27.05;0.1187;1.5019;1.82545
10.11.2008;5,004;25.05;0.1124;1.7863;1.84695
11.11.2008;5,005;24.60;0.1072;8.5898;1.86586
12.11.2008;5,006;24.10;0.1030;12.3040;1.88228
