Date;Day;mean_temp_7.5cm;Simulated_WC_theta;Simulated leaching [mm];pF_from_theta
06.02.2003;2,900;25.55;0.0672;0.6496;2.18326
07.02.2003;2,901;26.10;0.0671;0.6680;2.18541
08.02.2003;2,902;26.35;0.0670;0.6835;2.18745
09.02.2003;2,903;26.80;0.0668;0.6956;2.18938
10.02.2003;2,904;27.55;0.0667;0.7041;2.19121
11.02.2003;2,905;28.35;0.0666;0.7091;2.19287
12.02.2003;2,906;29.10;0.0665;0.7110;2.19453
13.02.2003;2,907;28.55;0.0664;0.7100;2.19640
14.02.2003;2,908;29.10;0.0667;0.7065;2.17285
15.02.2003;2,909;29.55;0.0663;0.7010;2.18930
16.02.2003;2,910;30.15;0.0662;0.6939;2.19646
17.02.2003;2,911;30.05;0.0668;0.6855;2.15814
18.02.2003;2,912;30.80;0.0662;0.6760;2.18678
19.02.2003;2,913;31.40;0.0660;0.6658;2.19673
20.02.2003;2,914;31.00;0.0659;0.6550;2.20159
21.02.2003;2,915;31.05;0.0658;0.6439;2.20472
22.02.2003;2,916;30.15;0.0781;0.6325;2.07207
23.02.2003;2,917;28.65;0.2093;0.6210;1.84003
24.02.2003;2,918;29.10;0.1527;0.6095;1.77102
25.02.2003;2,919;29.15;0.1325;0.5980;1.79398
26.02.2003;2,920;28.10;0.1972;0.5866;1.71356
27.02.2003;2,921;28.25;0.1514;0.5753;1.74397
28.02.2003;2,922;28.90;0.1373;0.5642;1.77677
01.03.2003;2,923;29.50;0.1252;0.5534;1.80800
02.03.2003;2,924;29.95;0.1164;0.5427;1.83375
03.03.2003;2,925;30.15;0.1095;0.5322;1.85663
04.03.2003;2,926;29.60;0.1036;0.5220;1.87839
05.03.2003;2,927;29.75;0.0987;0.5121;1.89845
06.03.2003;2,928;30.00;0.0940;0.5024;1.92105
07.03.2003;2,929;30.35;0.0898;0.4929;1.94518
08.03.2003;2,930;26.70;0.0874;0.4837;1.95874
09.03.2003;2,931;24.00;0.1159;0.4747;1.88182
10.03.2003;2,932;24.85;0.1328;0.4659;1.85413
11.03.2003;2,933;27.15;0.1245;0.4574;1.85602
12.03.2003;2,934;28.90;0.1161;0.4492;1.86433
13.03.2003;2,935;29.75;0.1096;0.4411;1.87578
14.03.2003;2,936;28.25;0.1042;0.4333;1.88947
15.03.2003;2,937;29.45;0.1002;0.4256;1.90218
16.03.2003;2,938;30.70;0.0964;0.4182;1.91667
17.03.2003;2,939;32.20;0.0926;0.4110;1.93374
18.03.2003;2,940;32.90;0.0886;0.4040;1.95672
19.03.2003;2,941;33.00;0.0851;0.3972;1.98098
20.03.2003;2,942;32.05;0.0818;0.3905;2.01403
21.03.2003;2,943;27.95;0.2120;0.3840;1.76459
22.03.2003;2,944;28.20;0.1740;0.3778;1.71730
23.03.2003;2,945;28.30;0.1437;0.3717;1.76014
24.03.2003;2,946;28.55;0.1285;0.3659;1.79655
25.03.2003;2,947;28.90;0.1191;0.3603;1.82433
26.03.2003;2,948;30.15;0.1119;0.3552;1.84788
27.03.2003;2,949;29.85;0.1063;0.3507;1.86820
28.03.2003;2,950;28.30;0.1578;0.3470;1.79558
29.03.2003;2,951;28.25;0.3067;0.3447;1.49394
30.03.2003;2,952;28.95;0.2331;0.3442;1.60746
31.03.2003;2,953;28.70;0.2465;0.3465;1.58897
01.04.2003;2,954;29.20;0.1593;0.3526;1.71522
02.04.2003;2,955;30.15;0.1365;0.3636;1.77126
03.04.2003;2,956;30.40;0.1240;0.4009;1.80703
04.04.2003;2,957;31.15;0.1157;10.5585;1.83394
05.04.2003;2,958;31.05;0.1091;19.2744;1.85684
06.04.2003;2,959;31.55;0.1039;15.7361;1.87658
07.04.2003;2,960;31.80;0.0995;12.8530;1.89519
08.04.2003;2,961;31.70;0.0955;10.7232;1.91359
09.04.2003;2,962;32.00;0.0915;9.1185;1.93432
10.04.2003;2,963;31.95;0.0882;7.8790;1.95402
11.04.2003;2,964;31.25;0.1160;6.8994;1.88092
12.04.2003;2,965;31.45;0.1121;6.1097;1.88514
13.04.2003;2,966;32.20;0.1068;5.4620;1.89559
14.04.2003;2,967;32.85;0.1012;4.9230;1.90927
15.04.2003;2,968;33.05;0.0965;4.4686;1.92440
16.04.2003;2,969;32.80;0.0926;4.0812;1.93920
17.04.2003;2,970;33.30;0.0896;3.7477;1.95295
18.04.2003;2,971;33.85;0.0866;3.4581;1.97037
19.04.2003;2,972;33.85;0.0837;3.2046;1.99156
20.04.2003;2,973;34.40;0.0809;2.9812;2.01870
21.04.2003;2,974;34.65;0.0780;2.7830;2.06529
22.04.2003;2,975;30.35;0.1616;2.6063;1.84667
23.04.2003;2,976;31.15;0.1550;2.4478;1.80717
24.04.2003;2,977;30.45;0.1352;2.3050;1.80767
25.04.2003;2,978;32.10;0.1229;2.1759;1.82508
26.04.2003;2,979;33.05;0.1148;2.0585;1.84507
27.04.2003;2,980;30.45;0.2722;1.9516;1.56065
28.04.2003;2,981;30.10;0.2377;1.8537;1.60143
29.04.2003;2,982;31.10;0.1582;1.7639;1.71796
30.04.2003;2,983;30.30;0.1360;1.6813;1.77271
01.05.2003;2,984;29.65;0.1237;1.6051;1.80794
02.05.2003;2,985;30.80;0.1152;1.5345;1.83524
03.05.2003;2,986;31.80;0.1089;1.4691;1.85766
04.05.2003;2,987;32.35;0.1036;1.4085;1.87792
05.05.2003;2,988;33.15;0.0990;1.3610;1.89705
06.05.2003;2,989;33.90;0.0945;1.5466;1.91837
07.05.2003;2,990;34.70;0.0901;3.4442;1.94390
08.05.2003;2,991;34.45;0.0860;6.0420;1.97472
09.05.2003;2,992;29.75;0.1744;6.4235;1.80578
10.05.2003;2,993;30.90;0.1834;5.9573;1.73666
11.05.2003;2,994;31.90;0.1471;5.3975;1.75746
12.05.2003;2,995;31.10;0.1394;4.8878;1.77755
13.05.2003;2,996;29.70;0.2092;4.4456;1.68719
14.05.2003;2,997;30.80;0.2215;4.0643;1.63302
15.05.2003;2,998;31.40;0.1562;3.7343;1.72388
16.05.2003;2,999;31.50;0.1352;3.4471;1.77531
17.05.2003;3,000;31.45;0.1231;3.1952;1.81004
18.05.2003;3,001;32.00;0.1147;2.9731;1.83710
19.05.2003;3,002;32.80;0.1085;2.7760;1.85904
20.05.2003;3,003;31.05;0.1881;2.6002;1.75259
21.05.2003;3,004;30.20;0.1491;2.4434;1.75999
22.05.2003;3,005;31.30;0.1313;2.3113;1.79193
23.05.2003;3,006;31.60;0.1208;2.2593;1.82016
24.05.2003;3,007;31.35;0.1329;2.5143;1.80826
25.05.2003;3,008;31.60;0.1241;3.3564;1.82587
26.05.2003;3,009;31.50;0.1158;4.2808;1.84477
27.05.2003;3,010;32.35;0.1097;4.6225;1.86212
28.05.2003;3,011;33.35;0.1042;4.5218;1.88045
29.05.2003;3,012;32.80;0.0993;4.2570;1.89925
30.05.2003;3,013;30.30;0.1263;3.9602;1.84968
31.05.2003;3,014;29.15;0.2469;3.6788;1.63178
01.06.2003;3,015;29.20;0.1599;3.4282;1.71562
02.06.2003;3,016;29.40;0.1629;3.2116;1.73227
03.06.2003;3,017;29.50;0.1489;3.0278;1.75688
04.06.2003;3,018;29.50;0.1340;2.8729;1.78723
05.06.2003;3,019;29.70;0.1526;2.7417;1.77001
06.06.2003;3,020;30.00;0.1361;2.6283;1.79130
07.06.2003;3,021;30.55;0.1242;2.5275;1.81533
08.06.2003;3,022;31.65;0.1161;2.4350;1.83754
09.06.2003;3,023;31.55;0.1099;2.3504;1.85748
10.06.2003;3,024;31.60;0.1047;2.2850;1.87602
11.06.2003;3,025;31.65;0.1109;2.2831;1.86573
12.06.2003;3,026;32.55;0.1064;2.4417;1.88018
13.06.2003;3,027;32.85;0.1018;2.8367;1.89571
14.06.2003;3,028;33.35;0.0977;3.3296;1.91101
15.06.2003;3,029;32.70;0.0940;3.6570;1.92655
16.06.2003;3,030;30.35;0.1559;3.7429;1.82620
17.06.2003;3,031;29.65;0.1808;3.6678;1.75891
18.06.2003;3,032;29.15;0.2388;3.5173;1.61425
19.06.2003;3,033;29.70;0.1821;3.3407;1.68409
20.06.2003;3,034;29.55;0.1474;3.1611;1.74705
21.06.2003;3,035;30.40;0.1310;2.9885;1.78824
22.06.2003;3,036;30.10;0.1206;2.8263;1.81868
23.06.2003;3,037;29.75;0.1302;2.6755;1.81117
24.06.2003;3,038;30.45;0.1453;2.5356;1.79446
25.06.2003;3,039;30.65;0.1318;2.4059;1.80913
26.06.2003;3,040;30.60;0.1379;2.2863;1.80088
27.06.2003;3,041;30.75;0.1362;2.1805;1.80333
28.06.2003;3,042;30.30;0.1252;2.1169;1.82138
29.06.2003;3,043;29.15;0.2346;2.2065;1.65345
30.06.2003;3,044;28.60;0.1667;2.6582;1.70759
01.07.2003;3,045;28.96;0.1419;3.4099;1.76088
02.07.2003;3,046;29.73;0.1282;3.9500;1.79695
03.07.2003;3,047;29.28;0.1266;4.0781;1.80982
04.07.2003;3,048;30.35;0.1193;3.9577;1.83075
05.07.2003;3,049;30.01;0.1189;3.7429;1.83722
06.07.2003;3,050;29.20;0.1698;3.5073;1.77332
07.07.2003;3,051;29.69;0.1442;3.2818;1.77976
08.07.2003;3,052;29.59;0.1294;3.0855;1.80237
09.07.2003;3,053;29.74;0.1200;2.9518;1.82578
10.07.2003;3,054;30.92;0.1134;2.9449;1.84599
11.07.2003;3,055;30.69;0.1081;3.1249;1.86436
12.07.2003;3,056;29.93;0.1036;3.4325;1.88103
13.07.2003;3,057;29.98;0.1002;3.6824;1.89514
14.07.2003;3,058;29.74;0.0971;3.7596;1.90856
15.07.2003;3,059;30.70;0.0945;3.6870;1.92072
16.07.2003;3,060;30.36;0.0918;3.5314;1.93461
17.07.2003;3,061;31.39;0.0892;3.3433;1.94855
18.07.2003;3,062;31.79;0.0866;3.1509;1.96482
19.07.2003;3,063;32.16;0.0840;2.9677;1.98364
20.07.2003;3,064;31.46;0.0815;2.7996;2.00749
21.07.2003;3,065;31.53;0.0793;2.6485;2.03232
22.07.2003;3,066;30.62;0.0772;2.5141;2.06578
23.07.2003;3,067;30.19;0.0757;2.3952;2.08569
24.07.2003;3,068;29.22;0.0747;2.2897;2.09475
25.07.2003;3,069;30.23;0.0739;2.1953;2.10227
26.07.2003;3,070;30.54;0.0732;2.1099;2.10881
27.07.2003;3,071;29.54;0.0799;2.0315;2.00653
28.07.2003;3,072;30.44;0.0785;1.9583;2.01580
29.07.2003;3,073;29.37;0.2002;1.8892;1.81062
30.07.2003;3,074;29.36;0.1520;1.8232;1.77181
31.07.2003;3,075;29.82;0.1423;1.7598;1.77795
01.08.2003;3,076;31.08;0.1288;1.6986;1.80424
02.08.2003;3,077;30.56;0.1975;1.6394;1.71769
03.08.2003;3,078;29.89;0.2180;1.5823;1.64362
04.08.2003;3,079;28.91;0.2618;1.5272;1.56550
05.08.2003;3,080;30.05;0.1664;1.4741;1.70304
06.08.2003;3,081;30.23;0.1582;1.4230;1.73559
07.08.2003;3,082;30.59;0.1379;1.3740;1.77507
08.08.2003;3,083;29.79;0.1688;1.3271;1.74395
09.08.2003;3,084;29.99;0.2160;1.2821;1.65856
10.08.2003;3,085;30.52;0.1596;1.2392;1.72083
11.08.2003;3,086;29.64;0.1794;1.2033;1.71142
12.08.2003;3,087;29.57;0.1467;1.3410;1.75351
13.08.2003;3,088;30.23;0.1955;3.1765;1.69908
14.08.2003;3,089;30.74;0.1512;6.1398;1.74164
15.08.2003;3,090;31.16;0.1330;6.6803;1.78346
16.08.2003;3,091;31.86;0.1224;6.3330;1.81396
17.08.2003;3,092;29.62;0.1740;6.0674;1.75240
18.08.2003;3,093;29.49;0.2107;6.0426;1.66921
19.08.2003;3,094;29.74;0.1543;6.0956;1.73066
20.08.2003;3,095;28.96;0.1620;6.0468;1.73747
21.08.2003;3,096;27.88;0.2299;5.8868;1.63247
22.08.2003;3,097;27.67;0.1727;5.6775;1.69858
23.08.2003;3,098;27.15;0.1880;5.4463;1.69310
24.08.2003;3,099;26.58;0.1991;5.1913;1.67269
25.08.2003;3,100;28.36;0.1823;4.9220;1.69265
26.08.2003;3,101;28.50;0.1475;4.6844;1.74829
27.08.2003;3,102;28.96;0.1311;4.6061;1.78853
28.08.2003;3,103;29.95;0.1213;5.1107;1.81725
29.08.2003;3,104;30.31;0.1143;6.6118;1.84034
30.08.2003;3,105;30.04;0.1087;7.9724;1.86018
31.08.2003;3,106;28.93;0.2541;8.4354;1.61366
01.09.2003;3,107;29.30;0.1609;8.3293;1.71280
02.09.2003;3,108;28.88;0.1385;7.8863;1.76732
03.09.2003;3,109;27.71;0.2018;7.2740;1.69464
04.09.2003;3,110;28.20;0.1644;6.6240;1.71990
05.09.2003;3,111;27.72;0.2020;6.0075;1.67769
06.09.2003;3,112;28.55;0.1586;5.4568;1.72623
07.09.2003;3,113;28.42;0.1697;5.0159;1.72605
08.09.2003;3,114;29.45;0.1666;4.8244;1.72946
09.09.2003;3,115;28.72;0.1584;5.0760;1.74198
10.09.2003;3,116;27.39;0.2406;5.6166;1.61228
11.09.2003;3,117;27.46;0.2527;6.0053;1.57931
12.09.2003;3,118;27.84;0.1983;6.1911;1.65967
13.09.2003;3,119;27.79;0.2209;6.3282;1.63400
14.09.2003;3,120;28.21;0.2214;6.3950;1.62960
15.09.2003;3,121;28.38;0.1865;7.0169;1.68033
16.09.2003;3,122;28.97;0.1488;14.1837;1.74386
17.09.2003;3,123;29.21;0.1322;16.9534;1.78532
18.09.2003;3,124;29.81;0.1222;16.3530;1.81472
19.09.2003;3,125;29.76;0.1152;15.8152;1.83750
20.09.2003;3,126;29.79;0.1100;14.2960;1.85632
21.09.2003;3,127;29.93;0.1057;12.4068;1.87266
22.09.2003;3,128;28.66;0.1066;10.6887;1.87483
23.09.2003;3,129;29.62;0.1034;9.2550;1.88745
24.09.2003;3,130;29.49;0.1235;8.0816;1.85499
25.09.2003;3,131;29.68;0.1184;7.1206;1.86144
26.09.2003;3,132;29.51;0.1126;6.3279;1.87119
27.09.2003;3,133;29.66;0.2373;5.6680;1.67186
28.09.2003;3,134;29.78;0.1583;5.1132;1.72104
29.09.2003;3,135;30.28;0.1366;4.6424;1.77232
30.09.2003;3,136;29.10;0.2288;4.2392;1.64697
01.10.2003;3,137;29.70;0.1630;3.8912;1.71327
02.10.2003;3,138;29.67;0.1392;3.5884;1.76653
03.10.2003;3,139;29.10;0.1263;3.3231;1.80184
04.10.2003;3,140;28.96;0.1175;3.0893;1.82886
05.10.2003;3,141;29.73;0.1107;2.8819;1.85184
06.10.2003;3,142;29.49;0.1054;2.6973;1.87150
07.10.2003;3,143;29.42;0.1011;2.5344;1.88910
08.10.2003;3,144;29.95;0.0977;2.4047;1.90378
09.10.2003;3,145;30.09;0.0947;2.3847;1.91792
10.10.2003;3,146;30.68;0.0920;2.7349;1.93175
11.10.2003;3,147;30.39;0.0927;3.6472;1.92977
12.10.2003;3,148;30.33;0.0902;4.4868;1.94313
13.10.2003;3,149;30.71;0.1204;4.7290;1.88113
14.10.2003;3,150;27.85;0.2296;4.5826;1.69851
15.10.2003;3,151;27.78;0.1598;4.2997;1.72188
16.10.2003;3,152;26.97;0.1372;3.9924;1.77183
17.10.2003;3,153;28.04;0.1253;3.6993;1.80506
18.10.2003;3,154;28.08;0.1171;3.4316;1.83085
19.10.2003;3,155;27.55;0.1110;3.1908;1.85161
20.10.2003;3,156;27.83;0.1063;2.9750;1.86937
21.10.2003;3,157;27.52;0.1022;2.7817;1.88561
22.10.2003;3,158;27.43;0.0988;2.6080;1.90042
23.10.2003;3,159;27.45;0.0956;2.4516;1.91466
24.10.2003;3,160;27.33;0.0929;2.3102;1.92782
25.10.2003;3,161;27.62;0.0907;2.1826;1.93965
26.10.2003;3,162;27.59;0.0886;2.0683;1.95114
27.10.2003;3,163;27.29;0.0865;1.9688;1.96432
28.10.2003;3,164;27.58;0.0843;1.8883;1.97976
29.10.2003;3,165;27.29;0.0821;1.8343;1.99842
30.10.2003;3,166;27.31;0.0799;1.8161;2.02043
31.10.2003;3,167;27.61;0.0780;1.8393;2.04478
01.11.2003;3,168;27.40;0.0761;1.8995;2.08143
02.11.2003;3,169;27.47;0.0749;1.9782;2.09519
03.11.2003;3,170;27.70;0.0740;2.0499;2.10356
04.11.2003;3,171;27.37;0.0732;2.0948;2.11061
05.11.2003;3,172;28.04;0.0726;2.1056;2.11691
06.11.2003;3,173;28.00;0.0721;2.0854;2.12251
